,rank,name,scores_overall,record_type,url,location,stats_number_students,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,member_level,nid,stats_student_staff_ratio
432,401â500,"Goldsmiths, University of London",45.4â49.0,master_account,/world-university-rankings/goldsmiths-university-london,United Kingdom,"8,780",38%,66 : 34,"Goldsmiths, University of London","Law,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Psychology,Computer Science,Economics & Econometrics,Communication & Media Studies,Languages, Literature & Linguistics,Business & Management,Politics & International Studies (incl Development Studies),Other Health,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-30966193,-0.10178911529788974,-0.49295190301182956,0.21453705347722,-0.4526982291038246,0.09331386110475,0.06159700068946285,-0.1025196037448122,-1.7373490151310937,1.6497404642519948,0.516346806655782,-0.5681656475492001,-0.2172370253921871,0.09345629673269994,-0.3062386023848958
434,401â500,University of Guelph,45.4â49.0,master_account,/world-university-rankings/university-guelph,Canada,"22,936",10%,59 : 41,University of Guelph,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Physics & Astronomy,Accounting & Finance,Computer Science,Chemistry,Electrical & Electronic Engineering,Other Health,Mathematics & Statistics,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Civil Engineering,Languages, Literature & Linguistics,Sport Science,Business & Management,Biological Sciences,Sociology,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Veterinary Science,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-02302013,-0.09600576061545184,-0.309559411366594,-0.12963757850210691,0.04596688166737452,-0.5839210687171471,-0.49610028809258705,0.49964817404050543,0.681336832830519,-0.7591653300749056,-0.32868946354219597,0.10289725494910387,-0.2172370253921871,-0.5648911344139248,1.5625913648689327
437,401â500,University of Hull,45.4â49.0,master_account,/world-university-rankings/university-hull,United Kingdom,"12,305",21%,56 : 44,University of Hull,"Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Law,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Chemistry,Education,Computer Science,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Biological Sciences,Sociology,Archaeology,Civil Engineering,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-22394063,-0.08733072859179501,-0.5900420456475425,0.4487387261258744,-0.4934981018032863,0.18344944528967874,-0.005084196882304484,-0.029359032612016604,-0.21829631793569057,0.18963782742803112,0.7416898120419098,-0.7102730857253114,-0.2172370253921871,-0.5647148403725475,0.2047695917860729
447,401â500,University of Kentucky,45.4â49.0,public,/world-university-rankings/university-kentucky,United States,"27,540",3%,58 : 42,University of Kentucky,"Geology, Environmental, Earth & Marine Sciences,Sociology,Chemistry,Geography,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sport Science,Architecture,Accounting & Finance,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Veterinary Science,Biological Sciences,Business & Management,Civil Engineering,Law,Chemical Engineering,Computer Science,Physics & Astronomy,Agriculture & Forestry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Economics & Econometrics,Other Health,General Engineering,Psychology,Mathematics & Statistics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-63697822,-0.058413955179605556,0.15970961137268477,-0.7263427096852003,-0.198832354529396,-0.27697286311441677,-0.1566323731817745,0.13384531837652744,0.3273828062995518,-0.440262046580863,-1.2351829170272999,1.1634398028189725,-0.2172370253921871,-0.5648609125782601,-0.7734460941983528
450,401â500,Lincoln University,45.4â49.0,master_account,/world-university-rankings/lincoln-university,New Zealand,"2,562",33%,52 : 48,Lincoln University,"Sociology,Architecture,Sport Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Accounting & Finance,Computer Science,Agriculture & Forestry,Economics & Econometrics,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-80877533,-0.049738923155948724,-0.23943875279635704,-0.2721951183752009,-0.3846984412713884,-0.030927079258259903,-0.36273789294905323,0.3589547680158985,-0.7148151607082979,0.6218703769571468,1.0797043201211007,-0.9365923391168963,-0.2172370253921871,2.399130509316707,-0.3062386023848958
454,401â500,Missouri University of Science and Technology,45.4â49.0,public,/world-university-rankings/missouri-university-science-and-technology,United States,"7,271",9%,24 : 76,Missouri University of Science and Technology,"Archaeology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Education,Veterinary Science,Psychology,Geography,Mathematics & Statistics,Economics & Econometrics,General Engineering,Other Health,Electrical & Electronic Engineering,Business & Management,Mechanical & Aerospace Engineering,Chemistry,Communication & Media Studies,Law,Chemical Engineering,Art, Performing Arts & Design,Architecture,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Agriculture & Forestry,Accounting & Finance,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Civil Engineering,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-79806122,-0.03817221379107294,-0.27719603048802294,-0.1866605944513445,-0.29403205749480676,-0.14785972901168098,-0.2899947683253083,0.2773525925216265,1.1729396474568632,-1.0490774059785808,0.075903659764715,-0.21816029055988861,-0.2172370253921871,0.09472057685800542,0.7303780200762123
455,401â500,Mizzou - University of Missouri,45.4â49.0,public,/world-university-rankings/mizzou-university-missouri,United States,"25,993",3%,55 : 45,Mizzou - University of Missouri,"Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Other Health,Veterinary Science,Psychology,Medicine & Dentistry,Biological Sciences,Law,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Business & Management,Civil Engineering,Communication & Media Studies,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Chemistry,Archaeology,Sport Science,Geography,Accounting & Finance,Computer Science,Mathematics & Statistics,Education,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-11279063,-0.035280536449853996,0.12195233368101888,-0.6876485202910748,-0.41643167559319194,0.025103148748587698,-0.5082241421965448,0.510903646522474,0.2782225248369174,-0.37964406707373094,-0.8869255450669208,0.6450108153987141,-0.2172370253921871,-0.5650926133183559,-0.6274437530066475
463,401â500,New Jersey Institute of Technology,45.4â49.0,public,/world-university-rankings/new-jersey-institute-technology,United States,"9,981",24%,27 : 73,New Jersey Institute of Technology,"Education,Chemical Engineering,Agriculture & Forestry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering,Sociology,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Other Health,History, Philosophy & Theology,Architecture,Chemistry,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-67078664,-0.012147117720102433,-0.5900420456475425,0.4589214075453811,-0.529764655313919,0.26140454512529276,-0.314242476533223,0.3054912737265479,0.27330649669065354,-0.3691018097681427,1.1616472311706014,-1.0129092966559192,-0.2172370253921871,-0.5643924741254577,-0.3062386023848958
464,401â500,University of Oregon,45.4â49.0,public,/world-university-rankings/university-oregon,United States,"21,185",6%,55 : 45,University of Oregon,"Chemical Engineering,Biological Sciences,Communication & Media Studies,Education,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Archaeology,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Computer Science,Geography,Chemistry,Languages, Literature & Linguistics,Sociology,History, Philosophy & Theology,Architecture,Physics & Astronomy,Psychology,Sport Science,Economics & Econometrics,Accounting & Finance,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-76164771,-0.009255440378883487,-0.3904678635630214,0.016993033938789755,-0.21243231209588326,-0.25992018502537617,0.30407408276861486,-0.3698370751915654,0.29297060927570756,-0.384915195726525,-1.4195544668886766,1.46607601374958,-0.2172370253921871,-0.5642161800840804,-0.5252421141724538
467,401â500,University of Plymouth,45.4â49.0,master_account,/world-university-rankings/university-plymouth,United Kingdom,"15,675",16%,59 : 41,University of Plymouth,"Electrical & Electronic Engineering,Law,Other Health,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Geography,Mechanical & Aerospace Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Accounting & Finance,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Biological Sciences,Business & Management,History, Philosophy & Theology,Chemistry,Education",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-23101933,-0.0005804083552266522,-0.7518589500403974,0.8601190554739456,-0.6022977623351844,0.4246230354061097,0.31013600982059336,-0.3810925476735339,0.09141345527890608,-0.13717214904520264,0.4958610788934065,-0.5418494552943647,-0.2172370253921871,-0.5646392857833858,0.07336748471353831
471,401â500,University of Portsmouth,45.4â49.0,master_account,/world-university-rankings/university-portsmouth,United Kingdom,"23,625",29%,47 : 53,University of Portsmouth,"Medicine & Dentistry,Sport Science,Computer Science,Physics & Astronomy,Psychology,Art, Performing Arts & Design,Biological Sciences,Education,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemical Engineering,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Architecture,Mathematics & Statistics,Economics & Econometrics,General Engineering,Communication & Media Studies,Business & Management,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Civil Engineering,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-40952633,0.010986301009649129,-0.9891904098165843,1.5240298840257833,-0.6884308269229369,0.614638591255419,0.6132323624195334,-0.687804172807177,-1.162173722018271,1.025111718895895,1.2179829825171336,-1.0497519658126888,-0.2172370253921871,-0.5641506994401403,0.029566782356026604
474,401â500,UniversitÃ© du QuÃ©bec,45.4â49.0,master_account,/world-university-rankings/universite-du-quebec,Canada,"51,748",11%,58 : 42,UniversitÃ© du QuÃ©bec,"Sociology,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Computer Science,Communication & Media Studies,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Agriculture & Forestry,Education,Geography,Physics & Astronomy,Archaeology,Electrical & Electronic Engineering,Accounting & Finance,Economics & Econometrics,Psychology,Chemical Engineering,Sport Science,General Engineering,Law,Art, Performing Arts & Design,Veterinary Science,Other Health,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Business & Management,Medicine & Dentistry,Chemistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-70194892,0.019661333033305965,-0.25022654642254716,-0.2436836104005821,-0.0628327788645237,-0.43288306278564487,-1.0416737227706792,1.059607930018441,0.3568789751771322,-0.4745243828240246,0.17321086663599689,-0.29184562887342785,-0.2172370253921871,2.5698586959590553,0.26317052826275483
475,401â500,Rensselaer Polytechnic Institute,45.4â49.0,private,/world-university-rankings/rensselaer-polytechnic-institute,United States,"7,496",20%,31 : 69,Rensselaer Polytechnic Institute,"Art, Performing Arts & Design,General Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Law,Economics & Econometrics,Psychology,Physics & Astronomy,Other Health,Architecture,Agriculture & Forestry,Chemical Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Biological Sciences,Civil Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Business & Management",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-85269072,0.02255301037452491,-0.2286509591701666,-0.2823777997947076,-0.2214989504735414,-0.24043141006647267,-0.8173824218474637,0.8232430078971014,1.2614281540896055,-1.0807041778953452,0.39855387202212467,-0.47869059388275953,-0.2172370253921871,-0.5655862366342123,-0.18943672943153142
476,401â500,Royal Veterinary College,45.4â49.0,master_account,/world-university-rankings/royal-veterinary-college,United Kingdom,"2,275",32%,80 : 20,Royal Veterinary College,"Veterinary Science,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-87553751,0.025444687715743854,-0.44980072850706826,0.12085638441775823,-0.6566975926011333,0.5415556851595308,0.07372085479341976,-0.10533347186530434,-0.15438795203426564,0.12638428359450202,1.2384687102795084,-1.0734365388420406,-0.2172370253921871,0.09495731457071202,-0.9194484353900582
478,401â500,Saint Louis University,45.4â49.0,private,/world-university-rankings/saint-louis-university,United States,"11,041",6%,61 : 39,Saint Louis University,"Law,Psychology,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Computer Science,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Geography,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Mechanical & Aerospace Engineering,Business & Management,Accounting & Finance,Education,Economics & Econometrics,Communication & Media Studies,Sport Science,Medicine & Dentistry,General Engineering,Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Other Health",False,False,False,https://www.timeshighereducation.com/student/into-university-partnerships?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-63649632,0.031228042398181746,0.14892181774649468,-0.7100504194139895,-0.8561636369096128,1.135963321406088,0.3950029885482969,-0.4626947231678059,-0.17896809276558284,0.15010436253207543,-1.4810116501758024,1.5713407827689219,-0.2172370253921871,0.09429747115869999,-1.3574554589651742
480,401â500,University of South Carolina-Columbia,45.4â49.0,public,/world-university-rankings/university-south-carolina-columbia,United States,"32,770",5%,56 : 44,University of South Carolina-Columbia,"Civil Engineering,Psychology,Medicine & Dentistry,Biological Sciences,Geography,Computer Science,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Education,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Business & Management,History, Philosophy & Theology,Mathematics & Statistics,Law,Art, Performing Arts & Design,Sport Science,Sociology,Mechanical & Aerospace Engineering,Communication & Media Studies,General Engineering,Physics & Astronomy,Economics & Econometrics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-43280749,0.03701139708061964,-0.13156081653445384,-0.3984603679770841,-0.479898144236799,0.1566523797211864,0.04341121953352575,-0.08563639502185938,-0.04131930467020662,0.0077838889066349165,-0.6001253563936676,0.3818488928503596,-0.2172370253921871,-0.5652084636884038,0.04416701647519683
481,401â500,Stevens Institute of Technology,45.4â49.0,private,/world-university-rankings/stevens-institute-technology,United States,"6,393",30%,29 : 71,Stevens Institute of Technology,"Chemistry,Civil Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Biological Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Physics & Astronomy,Other Health,Chemical Engineering,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-42653531,0.03990307442183858,-0.6170115297130183,0.5139078872107173,-0.44816490991499547,0.09087776423488705,0.013101584273631747,-0.043428373214477296,-0.09047958613284103,0.07630856139295812,0.5061039427745943,-0.5576391706472659,-0.2172370253921871,2.399266507577198,0.2923709965010963
484,401â500,Syracuse University,45.4â49.0,private,/world-university-rankings/syracuse-university,United States,"19,214",21%,53 : 47,Syracuse University,"Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sport Science,Civil Engineering,Physics & Astronomy,Business & Management,Other Health,Mathematics & Statistics,Psychology,Computer Science,Biological Sciences,Education,Architecture,Chemistry,Geography,Economics & Econometrics,History, Philosophy & Theology,Law,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Sociology,General Engineering,Communication & Media Studies,Accounting & Finance,Art, Performing Arts & Design,Agriculture & Forestry,Politics & International Studies (incl Development Studies)",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-05986189,0.048578106445495414,-0.24483264960945228,-0.25182975553618747,-0.31669865343895215,-0.11862656657332571,-0.0657034674020925,0.024104461677334026,0.4158713129322936,-0.5325067980047596,-0.7384040187897004,0.5213247118009875,-0.2172370253921871,-0.5635110039185713,-0.36463953886157796
490,401â500,Tulane University,45.4â49.0,private,/world-university-rankings/tulane-university,United States,"12,217",9%,60 : 40,Tulane University,"Architecture,Chemical Engineering,Education,Computer Science,Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,Other Health,Chemistry,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Agriculture & Forestry,Law,History, Philosophy & Theology,Sport Science,Medicine & Dentistry,Mathematics & Statistics,Sociology,Languages, Literature & Linguistics,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies)",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-04338708,0.0659281704928091,0.24601196038220743,-0.7813291893505365,-0.4889647826144573,0.17857725154995285,-0.07782732150605026,0.03535993415930258,0.1749859337653847,-0.24259472210108451,-1.035447071344141,0.8634352111138484,-0.2172370253921871,-0.5651933527705715,-1.2990545224884922
497,401â500,Victoria University of Wellington,45.4â49.0,master_account,/world-university-rankings/victoria-university-wellington,New Zealand,"18,231",17%,58 : 42,Victoria University of Wellington,"Architecture,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Psychology,Biological Sciences,Law,Art, Performing Arts & Design,Chemistry,Accounting & Finance,Physics & Astronomy,Education,Electrical & Electronic Engineering,Geography,Other Health,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,Computer Science,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-06549291,0.08616991188134171,-0.5253152838904004,0.285815823413767,-0.04923282129803626,-0.4499357408746854,-0.30211862242926524,0.28860806500359504,-0.2871207119833787,0.24234911395597206,0.48049678307162524,-0.533954597617914,-0.2172370253921871,-0.5649415041400325,0.4091728694544602
498,401â500,Virginia Commonwealth University,45.4â49.0,public,/world-university-rankings/virginia-commonwealth-university,United States,"25,944",3%,63 : 37,Virginia Commonwealth University,"Chemistry,Other Health,General Engineering,Medicine & Dentistry,Chemical Engineering,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Accounting & Finance,Civil Engineering,Sport Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Computer Science,Sociology,Agriculture & Forestry,Education,Psychology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Economics & Econometrics,Mathematics & Statistics,History, Philosophy & Theology,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-58151541,0.08906158922256065,-0.10459133246897803,-0.43308148480340697,-0.5433646128804063,0.28820161069378514,0.5101796025358936,-0.5724355798669993,0.4158713129322936,-0.5298712336783625,-1.7626904069084617,2.1187175816694994,-0.2172370253921871,2.4275541457593315,-0.8756477330325466
499,401â500,University of Waikato,45.4â49.0,master_account,/world-university-rankings/university-waikato,New Zealand,"10,538",26%,61 : 39,University of Waikato UoW,"Languages, Literature & Linguistics,Physics & Astronomy,Psychology,History, Philosophy & Theology,Sport Science,Economics & Econometrics,Agriculture & Forestry,Geography,Other Health,Biological Sciences,Education,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Civil Engineering,Chemistry,Accounting & Finance,Computer Science,Mathematics & Statistics,Law,Art, Performing Arts & Design,Chemical Engineering,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-22862122,0.0919532665637796,-0.6601627042177795,0.6157347014057845,-0.18976571615173785,-0.2867172505938685,-0.005084196882304484,-0.02373129637103233,0.4011232284935034,-0.5272356693519655,0.9670328174280368,-0.8550121431269064,-0.2172370253921871,-0.5645586942216133,0.5989759130036773
500,401â500,Wake Forest University,45.4â49.0,private,/world-university-rankings/wake-forest-university,United States,"8,293",9%,54 : 46,Wake Forest University,"Medicine & Dentistry,Communication & Media Studies,Physics & Astronomy,Accounting & Finance,History, Philosophy & Theology,Business & Management,Art, Performing Arts & Design,Mathematics & Statistics,Languages, Literature & Linguistics,Sport Science,Sociology,Biological Sciences,Psychology,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-03430941,0.09484494390499854,0.06801336555006728,-0.6265524317740345,-0.5977644431463552,0.41487864792665796,0.3768172073923598,-0.4458115144448531,0.701000945415573,-0.7749787160332879,-1.6500189042153979,1.866082136023079,-0.2172370253921871,-0.5654905341546075,-1.8246629507786314
502,501â600,Aberystwyth University,41.9â45.3,master_account,/world-university-rankings/aberystwyth-university,United Kingdom,"6,180",23%,51 : 49,Aberystwyth University,"Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Sport Science,Education,History, Philosophy & Theology,Law,Business & Management,Mathematics & Statistics,Veterinary Science,Biological Sciences,Accounting & Finance,Physics & Astronomy,Sociology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Geography,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,Art, Performing Arts & Design,Languages, Literature & Linguistics,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-97330263,0.10062829858743642,-0.6493749105915891,0.589259729715067,-0.5524312512580644,0.29794599817323686,-0.3566759658970748,0.35332703177491426,-0.09047958613284103,0.06840186841376698,0.8389970189131917,-0.7760635663624001,-0.2172370253921871,-0.5649163192769786,-0.14563602707401996
505,501â600,University of Alaska Fairbanks,41.9â45.3,public,/world-university-rankings/university-alaska-fairbanks,United States,"2,829",6%,55 : 45,University of Alaska Fairbanks,"Other Health,Physics & Astronomy,Psychology,Computer Science,Communication & Media Studies,Electrical & Electronic Engineering,Veterinary Science,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Biological Sciences,Education,History, Philosophy & Theology,Civil Engineering,Sociology,Architecture,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Agriculture & Forestry,Chemistry,Chemical Engineering,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-42306882,0.10930333061109326,-0.20707537191778602,-0.3108893077693264,-0.18976571615173785,-0.2915894443335944,-0.6840200267039299,0.6684802612700338,-0.8229677799260937,0.7246573856866316,-0.04188927486894312,-0.13131685611893162,-0.2172370253921871,-0.5637981113573858,-1.269854054250151
508,501â600,Anglia Ruskin University (ARU),41.9â45.3,master_account,/world-university-rankings/anglia-ruskin-university-aru,United Kingdom,"17,200",41%,61 : 39,Anglia Ruskin University (ARU),"Business & Management,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Civil Engineering,Other Health,Computer Science,Electrical & Electronic Engineering,Medicine & Dentistry,Education,Veterinary Science,History, Philosophy & Theology,Communication & Media Studies,Sport Science,Accounting & Finance,Biological Sciences,Sociology,Architecture,Art, Performing Arts & Design,Geography,Psychology,Mechanical & Aerospace Engineering,Law,General Engineering,Chemistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-64952081,0.1179783626347501,-0.978402616190394,1.4771895494960523,-0.8561636369096128,1.1262189339266362,0.6314181435754697,-0.7131289858916062,-2.2240358016111745,2.659161601262064,1.1923758228141645,-1.036593869685271,-0.2172370253921871,0.09433272996697545,1.0953838730554757
511,501â600,Auburn University,41.9â45.3,public,/world-university-rankings/auburn-university,United States,"27,670",8%,50 : 50,Auburn University,"General Engineering,Languages, Literature & Linguistics,Veterinary Science,Architecture,Sport Science,Geography,Computer Science,Chemistry,Business & Management,Other Health,Civil Engineering,Psychology,Electrical & Electronic Engineering,Mathematics & Statistics,Education,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Agriculture & Forestry,Law,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Physics & Astronomy,Accounting & Finance,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-23882234,0.12665339465840694,-0.1261669197213586,-0.4167891945321962,-0.43003163315967924,0.04702802057735415,-0.896187473523188,0.9048451833913733,0.24872635595933634,-0.3401106021777752,-0.6769468355025746,0.4555342311638989,-0.2172370253921871,-0.5645335093585595,0.23397006002441387
