,rank,name,scores_overall,record_type,url,location,stats_number_students,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,member_level,nid,stats_student_staff_ratio
105,=106,Emory University,66.1,private,/world-university-rankings/emory-university,United States,"13,127",19%,61 : 39,Emory University,"Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Chemistry,Economics & Econometrics,General Engineering,Psychology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Communication & Media Studies,Other Health,Sociology,Politics & International Studies (incl Development Studies),Physics & Astronomy,Law,Medicine & Dentistry,Biological Sciences,Business & Management",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-20903556,-1.0473676058764847,0.796189435317914,-1.058298123961119,0.47663220460613726,-0.9225385336280956,1.2800443381372015,-1.194300434495762,0.8533978179497395,-0.8856724177419638,-0.08286073039369342,-0.10763228308957971,-0.2172370253921871,-0.565933787744356,-1.8392631848978018
107,=106,University of Warwick,66.1,master_account,/world-university-rankings/university-warwick,United Kingdom,"24,905",44%,50 : 50,University of Warwick,"Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Chemistry,History, Philosophy & Theology,Education,Medicine & Dentistry,Communication & Media Studies,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Psychology,Civil Engineering,Geography,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,Business & Management,Other Health,Sociology,Accounting & Finance,Art, Performing Arts & Design,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-26364423,-1.041584251194047,0.526494594663156,-0.956471309766052,0.7667646326911984,-1.0613960552102832,0.8860190797585794,-0.9241690949285166,0.3077186937144978,-0.4191775319696866,1.3050473255072286,-1.123437304126228,4.950983369403334,-0.5655157190176613,-0.32083883650406625
113,114,"University of Maryland, College Park",65.7,public,/world-university-rankings/university-maryland-college-park,United States,"33,988",9%,49 : 51,"University of Maryland, College Park","Chemical Engineering,General Engineering,Education,Geography,Communication & Media Studies,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Computer Science,Civil Engineering,Other Health,Mathematics & Statistics,Languages, Literature & Linguistics,Chemistry,Mechanical & Aerospace Engineering,Archaeology,Sport Science,Politics & International Studies (incl Development Studies),Sociology,Accounting & Finance,Business & Management,Agriculture & Forestry,Physics & Astronomy,Electrical & Electronic Engineering,Architecture,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-76110123,-1.0242341871467333,0.5966152532333929,-0.9992385717279801,1.0387637840209434,-1.1417872519157601,1.1163723077337737,-1.093001182158045,0.29297060927570756,-0.38755076005292205,-1.1429971420966112,1.0292272223193117,-0.2172370253921871,-0.5658330482921404,0.05876725059436757
116,=116,Michigan State University,65.4,public,/world-university-rankings/michigan-state-university,United States,"44,514",11%,52 : 48,Michigan State University,"Architecture,Veterinary Science,Communication & Media Studies,Art, Performing Arts & Design,Agriculture & Forestry,Biological Sciences,Electrical & Electronic Engineering,Law,Medicine & Dentistry,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Economics & Econometrics,Other Health,Sociology,Languages, Literature & Linguistics,Education,Chemistry,Business & Management,Sport Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Civil Engineering,Mathematics & Statistics,Psychology,Computer Science,Politics & International Studies (incl Development Studies),General Engineering",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-58650993,-1.0155591551230765,0.8878856811405315,-1.0725538779484285,0.7758312710688564,-1.0638321520801461,0.7162851223031732,-0.7834756889039097,0.2831385529831806,-0.382279631400128,0.024689340358776943,-0.17868600217763544,-0.2172370253921871,-0.5658280113195296,-0.07263485647816703
118,=119,Rice University,65.2,private,/world-university-rankings/rice-university,United States,"7,318",26%,42 : 58,Rice University,"Mechanical & Aerospace Engineering,Physics & Astronomy,Business & Management,Biological Sciences,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Sport Science,Economics & Econometrics,Civil Engineering,Sociology,Architecture,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-26979505,-1.0097758004406385,0.9741880301500542,-1.099028849639146,0.47209888541730816,-0.9201024367582327,0.7344709034591094,-0.8003588976268625,0.47486365068745506,-0.5957603418382887,0.7621755398042845,-0.7260628010782127,-0.2172370253921871,-0.5659488986621883,-0.9924496059859108
121,122,Penn State (Main campus),65.0,public,/world-university-rankings/penn-state-main-campus,United States,"45,875",15%,48 : 52,Penn State (Main campus),"Education,Economics & Econometrics,Agriculture & Forestry,Archaeology,Veterinary Science,Geography,Law,Mathematics & Statistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,General Engineering,Chemical Engineering,Sociology,Physics & Astronomy,Sport Science,Other Health,Languages, Literature & Linguistics,Accounting & Finance,Art, Performing Arts & Design,Civil Engineering,Computer Science,Business & Management,Psychology,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,Architecture",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-63396649,-1.0011007684169817,0.796189435317914,-1.0542250513933165,1.0659636991539179,-1.146659445655486,0.5647369460037032,-0.6371545466383185,0.3028026655682346,-0.4112708389904955,-0.6410968119184182,0.42395480045809636,-0.2172370253921871,-0.5660546750870147,-0.35003930474240746
123,=123,University of Massachusetts,64.9,master_account,/world-university-rankings/university-massachusetts,United States,"63,500",14%,50 : 50,University of Massachusetts,"Veterinary Science,Electrical & Electronic Engineering,Sport Science,Sociology,Art, Performing Arts & Design,Education,Medicine & Dentistry,Physics & Astronomy,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Business & Management,Computer Science,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Chemical Engineering,Civil Engineering,Other Health,Chemistry,Law,Psychology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Communication & Media Studies,Architecture,Biological Sciences,Economics & Econometrics,Accounting & Finance,Archaeology,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-88328014,-0.9953174137345437,0.8447345066357703,-1.0644077328128232,0.5310320348720861,-0.9566438898061768,0.7829663198749397,-0.8425669194342447,1.050038943800277,-0.9937305551242428,0.3268538248538111,-0.4339530670495393,-0.2172370253921871,-0.5659891944430745,-0.4814414118149421
128,129,University of Leeds,63.9,master_account,/world-university-rankings/university-leeds,United Kingdom,"33,450",32%,59 : 41,University of Leeds,"Geography,Physics & Astronomy,Chemical Engineering,Medicine & Dentistry,Economics & Econometrics,Psychology,Other Health,Law,Business & Management,Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Biological Sciences,Electrical & Electronic Engineering,Chemistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Sociology,Architecture,History, Philosophy & Theology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Education,Communication & Media Studies,Languages, Literature & Linguistics",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-90575012,-0.9808590270284491,0.41861665840125273,-0.8994482938168143,0.630765057026326,-1.0029297303335727,0.7829663198749397,-0.8453807875547368,0.22414621522801914,-0.3137549589138048,1.2128615505765394,-1.0471203465872052,-0.2172370253921871,-0.5656416433329308,-0.32083883650406625
129,=130,University of Nottingham,63.8,master_account,/world-university-rankings/university-nottingham,United Kingdom,"33,520",27%,54 : 46,University of Nottingham,"History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Mechanical & Aerospace Engineering,Mathematics & Statistics,Psychology,Biological Sciences,Law,Accounting & Finance,Archaeology,Chemical Engineering,Chemistry,Art, Performing Arts & Design,Agriculture & Forestry,Physics & Astronomy,Architecture,Sport Science,Geography,Medicine & Dentistry,Veterinary Science,Sociology,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Education",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-18193873,-0.9779673496872301,0.39164717433577695,-0.8811194672617023,0.48569884298379523,-0.9298468242376844,0.98300991259024,-0.991701929820328,0.342130890738342,-0.4613465611920394,1.120675775645851,-0.9681717698226989,-0.2172370253921871,-0.5656063845246554,-0.08723509059733778
131,132,University of Florida,63.7,public,/world-university-rankings/university-florida,United States,"48,114",9%,56 : 44,University of Florida,"Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Sociology,Other Health,Biological Sciences,Psychology,Computer Science,Mathematics & Statistics,Education,Languages, Literature & Linguistics,General Engineering,Chemistry,Electrical & Electronic Engineering,Physics & Astronomy,Law,Art, Performing Arts & Design,Chemical Engineering,Geography,Architecture,Agriculture & Forestry,Business & Management,History, Philosophy & Theology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Civil Engineering,Politics & International Studies (incl Development Studies)",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-25479123,-0.9721839950047922,0.9256429588321978,-1.0908827045035405,0.9752973153773362,-1.1174262832171307,0.23739288519684756,-0.31074584466123045,1.212267872626971,-1.062255227610566,-1.0252042074629537,0.8397506380844965,-0.2172370253921871,-0.5656769021412063,0.014966548236855864
132,133,University of Rochester,63.6,private,/world-university-rankings/university-rochester,United States,"9,855",34%,50 : 50,University of Rochester,"Mechanical & Aerospace Engineering,Biological Sciences,Education,Medicine & Dentistry,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Communication & Media Studies,Mathematics & Statistics,Chemical Engineering,Sociology,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Languages, Literature & Linguistics,Other Health,Art, Performing Arts & Design,Archaeology,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,Economics & Econometrics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-49369082,-0.9692923176635733,0.6721298086167251,-1.0196039345669936,0.3496992673189228,-0.8543278212719333,0.8435855903947277,-0.8932165456031032,1.2171839007732344,-1.064890791936963,0.5521968302399388,-0.5944818398040356,-0.2172370253921871,-0.5659035659086913,-1.3574554589651742
137,=138,University of Colorado Boulder,62.9,public,/world-university-rankings/university-colorado-boulder,United States,"35,844",8%,45 : 55,University of Colorado Boulder,"Business & Management,Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Law,Sociology,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Physics & Astronomy,Architecture,Communication & Media Studies,Electrical & Electronic Engineering,Psychology,Education,Biological Sciences,Civil Engineering,History, Philosophy & Theology,Chemical Engineering,Languages, Literature & Linguistics,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-73893083,-0.9548339309574786,0.4401922456536333,-0.9096309752363211,0.7576979943135401,-1.0589599583404201,0.8617713715506639,-0.9072858862055638,0.9123901557049009,-0.9120280610059344,-0.7332825868491066,0.5134298541245369,-0.2172370253921871,-0.5659237137991344,-0.0142339200014851
143,=143,The University of Western Australia,62.7,master_account,/world-university-rankings/university-western-australia,Australia,"19,382",26%,50 : 50,The University of Western Australia,"Physics & Astronomy,Electrical & Electronic Engineering,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Psychology,Veterinary Science,Biological Sciences,Sociology,Archaeology,Architecture,Sport Science,Chemical Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Geography,Medicine & Dentistry,Chemistry,Mathematics & Statistics,Art, Performing Arts & Design,Business & Management,Law,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Other Health,Computer Science,Communication & Media Studies,Agriculture & Forestry,Education",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-74036713,-0.9374838669101649,-0.03447067389874071,-0.5308352264306714,0.6080984610821806,-0.9980575365938467,0.8678332986026432,-0.9100997543260559,1.6202982087668367,-1.2731003737223296,1.1565257992300078,-1.002382819753985,-0.2172370253921871,-0.5653545358941164,0.8471798930295762
144,=145,University of Pittsburgh-Pittsburgh campus,62.5,public,/world-university-rankings/university-pittsburgh-pittsburgh-campus,United States,"26,305",10%,56 : 44,University of Pittsburgh-Pittsburgh campus,"Electrical & Electronic Engineering,Geography,Architecture,Chemistry,Economics & Econometrics,Psychology,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Mathematics & Statistics,Education,Computer Science,Communication & Media Studies,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,Law,General Engineering,Medicine & Dentistry,Chemical Engineering,Art, Performing Arts & Design,Civil Engineering,Sociology,Biological Sciences,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,Politics & International Studies (incl Development Studies),Sport Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-73524078,-0.934592189568946,0.5804335627941075,-0.9931289628762762,0.49476548136145354,-0.9347190179774103,1.092124599525859,-1.0704902371941079,0.5830162699052502,-0.6880050932621854,-1.0252042074629537,0.8450138765354636,-0.2172370253921871,-0.5660093423335176,-1.6348599072294143
146,147,University of York,62.4,master_account,/world-university-rankings/university-york,United Kingdom,"19,505",31%,56 : 44,University of York,"Chemistry,Archaeology,Geography,Economics & Econometrics,Computer Science,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Physics & Astronomy,Business & Management,Law,Accounting & Finance,Education,Mathematics & Statistics,History, Philosophy & Theology,Medicine & Dentistry,Psychology,Communication & Media Studies,Sociology,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Other Health",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-82568163,-0.928808834886508,0.21904247631673163,-0.7568907539437204,0.4358323319066753,-0.9030497586691921,0.9951337666941977,-1.0001435341818044,0.13074168044901416,-0.18461230692034947,1.1360400714676322,-0.9786982467246331,-0.2172370253921871,-0.5656970500316494,-0.07263485647816703
154,=155,University of Arizona,61.8,public,/world-university-rankings/university-arizona,United States,"45,517",7%,56 : 44,University of Arizona,"Languages, Literature & Linguistics,Chemistry,Law,Business & Management,Economics & Econometrics,History, Philosophy & Theology,Sociology,Veterinary Science,Psychology,Other Health,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Archaeology,Accounting & Finance,Biological Sciences,Mathematics & Statistics,General Engineering,Agriculture & Forestry,Geography,Physics & Astronomy,Computer Science,Architecture,Sport Science,Electrical & Electronic Engineering,Education,Communication & Media Studies,Mechanical & Aerospace Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Civil Engineering",False,False,False,https://www.timeshighereducation.com/student/into-university-partnerships?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-84754683,-0.9056754161567565,0.558857975541727,-0.9809097451728681,0.7304980791805656,-1.0492155708609685,0.6859754870432792,-0.7722202164219412,0.9713824934600623,-0.948925961575493,-1.224940053146112,1.1423868490151041,-0.2172370253921871,-0.5658229743469189,0.48217404005031284
156,=155,Lancaster University,61.8,master_account,/world-university-rankings/lancaster-university,United Kingdom,"15,385",38%,51 : 49,Lancaster University,"Chemistry,Electrical & Electronic Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Business & Management,Physics & Astronomy,Psychology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Other Health,Architecture,Communication & Media Studies,Sociology,General Engineering,Sport Science,Chemical Engineering,Accounting & Finance,Art, Performing Arts & Design,Languages, Literature & Linguistics,Law,Geology, Environmental, Earth & Marine Sciences,Computer Science,Biological Sciences,Mathematics & Statistics,Geography,Medicine & Dentistry,Education",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-49618222,-0.8998920614743185,0.10037674642863831,-0.6611735486003574,0.2499662451646832,-0.7836810120459081,1.183053505305541,-1.1492785445678877,0.11599359601022328,-0.16616335663557016,1.3255330532696032,-1.1339637810281622,-0.2172370253921871,-0.5656517172781523,-0.39384000709991895
161,=161,Dartmouth College,61.4,private,/world-university-rankings/dartmouth-college,United States,"6,226",16%,49 : 51,Dartmouth College,"General Engineering,Geography,History, Philosophy & Theology,Mathematics & Statistics,Business & Management,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Agriculture & Forestry,Sociology,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Civil Engineering,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Economics & Econometrics,Archaeology,Biological Sciences,Electrical & Electronic Engineering,Physics & Astronomy",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-46262331,-0.8854336747682239,1.0227331014679104,-1.1031019222069487,0.2499662451646832,-0.786117108915771,0.6253562165234912,-0.7018735134096377,0.2044821026429658,-0.2873993156498343,-0.5489110369877295,0.3292165083406887,-0.2172370253921871,-0.5658582331551942,-1.3428552248460037
163,=164,Case Western Reserve University,61.3,private,/world-university-rankings/case-western-reserve-university,United States,"10,294",25%,51 : 49,Case Western Reserve University,"General Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,Other Health,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemical Engineering,Psychology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Electrical & Electronic Engineering,Education,Architecture,Law,Art, Performing Arts & Design,Computer Science,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-36123924,-0.879650320085786,0.7206748799345818,-1.033859688554303,0.22729964922053777,-0.7690644308267305,0.8678332986026432,-0.9157274905670403,0.351962947030869,-0.47188881849762754,-0.30308230383922696,0.07658106269426843,-0.2172370253921871,-0.565843122237362,-1.1384519471776162
165,166,University of Virginia (Main campus),61.1,public,/world-university-rankings/university-virginia-main-campus,United States,"25,953",11%,54 : 46,University of Virginia (Main campus),"Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,General Engineering,Sport Science,Education,Other Health,Chemistry,History, Philosophy & Theology,Biological Sciences,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance,Medicine & Dentistry,Physics & Astronomy,Psychology,Architecture,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,Chemical Engineering,Law,Archaeology,Civil Engineering,Politics & International Studies (incl Development Studies)",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-21442282,-0.8738669654033481,0.6883114990560107,-1.0257135434186977,0.22276633003170865,-0.7641922370870046,0.879957152706601,-0.9213552268080245,0.7698253394632615,-0.8224188739084347,-0.5181824453441669,0.30290031608585327,-0.2172370253921871,-0.5656214954424876,-1.1238517130584456
170,=168,University of Liverpool,60.8,master_account,/world-university-rankings/university-liverpool,United Kingdom,"25,955",32%,54 : 46,University of Liverpool,"General Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Chemistry,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Veterinary Science,History, Philosophy & Theology,Civil Engineering,Accounting & Finance,Communication & Media Studies,Law,Other Health,Archaeology,Mathematics & Statistics,Business & Management,Psychology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Geography,Architecture",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-48205864,-0.8594085786972534,0.003286603792925188,-0.5674928795408956,0.22729964922053777,-0.7666283339568675,1.152743870045647,-1.1267675996039506,0.032421117523745345,-0.07128304088527648,1.3050473255072286,-1.1260689233517116,4.950983369403334,-0.5653948316750026,-0.35003930474240746
171,=168,Newcastle University,60.8,master_account,/world-university-rankings/newcastle-university,United Kingdom,"25,650",26%,53 : 47,Newcastle University,"Computer Science,Physics & Astronomy,Business & Management,Architecture,Other Health,Mathematics & Statistics,Psychology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Accounting & Finance,History, Philosophy & Theology,Sport Science,Education,Archaeology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Geography,Economics & Econometrics,Biological Sciences,Law,Art, Performing Arts & Design,Chemical Engineering,Sociology,Veterinary Science,General Engineering,Chemistry,Politics & International Studies (incl Development Studies),Civil Engineering",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-02421202,-0.8565169013560344,-0.061440157964216514,-0.4921410370365459,0.2680995219199995,-0.7982975932650858,1.1769915782535618,-1.1436508083269035,0.38637514405471257,-0.5061511547407892,1.043854296536944,-0.9023812891856102,4.950983369403334,-0.5655761626889907,-0.2624379000273841
173,174,Durham University,60.6,master_account,/world-university-rankings/durham-university,United Kingdom,"19,575",32%,54 : 46,Durham University united kingdom UK  England,"Civil Engineering,Sociology,Communication & Media Studies,Art, Performing Arts & Design,Archaeology,Mechanical & Aerospace Engineering,Geography,Physics & Astronomy,Economics & Econometrics,Education,History, Philosophy & Theology,General Engineering,Business & Management,Sport Science,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Law,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Accounting & Finance,Psychology,Other Health,Chemistry,Architecture,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-56154151,-0.8507335466735966,0.27837534126077845,-0.8098406973251553,0.4222323743401882,-0.8957414680596033,0.5526130918997454,-0.6258990741563499,0.06683331454758887,-0.11345207010762923,1.2743187338636652,-1.1129108272242938,-0.2172370253921871,-0.5658934919634697,-0.37923977298074846
178,=177,University of Ottawa,60.2,master_account,/world-university-rankings/university-ottawa,Canada,"38,366",26%,59 : 41,University of Ottawa,"Other Health,Chemistry,Sociology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Psychology,Languages, Literature & Linguistics,Education,Civil Engineering,Geography,Chemical Engineering,Biological Sciences,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Computer Science,Law,Mathematics & Statistics,Mechanical & Aerospace Engineering,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,History, Philosophy & Theology,Sport Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-65998905,-0.8362751599675018,0.06801336555006728,-0.6285889680579358,0.5128987581167698,-0.944463405456862,0.6071704353675549,-0.6793625684457006,0.7845734239020516,-0.8329611312140229,0.8185112911508169,-0.7523789933330483,4.950983369403334,-0.5653797207571702,1.547991130749762
186,=187,Georgetown University,59.5,private,/world-university-rankings/georgetown-university,United States,"17,508",18%,55 : 45,Georgetown University,"Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Communication & Media Studies,Accounting & Finance,Mathematics & Statistics,General Engineering,Law,Languages, Literature & Linguistics,Biological Sciences,Education,History, Philosophy & Theology,Sport Science,Psychology,Architecture,Chemistry,Computer Science,Sociology,Medicine & Dentistry,Physics & Astronomy,Business & Management",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-26274852,-0.8131417412377503,0.7692199512524381,-1.0481154425416124,0.08223343517800705,-0.62777081237468,0.6496039247314058,-0.7271983264940669,1.3744968014536647,-1.1413221574024774,-0.9074112728292959,0.6581689115261319,-0.2172370253921871,-0.5656164584698768,-0.9486489036283994
189,190,Cardiff University,59.3,master_account,/world-university-rankings/cardiff-university,United Kingdom,"28,815",27%,58 : 42,Cardiff University,"Communication & Media Studies,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Economics & Econometrics,Computer Science,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Sociology,Civil Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Law,Other Health,Archaeology,Business & Management,Education,Electrical & Electronic Engineering,Geography,General Engineering,Chemical Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Mechanical & Aerospace Engineering,Accounting & Finance,Psychology,Art, Performing Arts & Design",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-50330553,-0.8044667092140935,-0.1531364037868344,-0.3760584688541694,0.20009973408756324,-0.7544478496075528,1.0618149642659651,-1.0507931603506628,0.3028026655682346,-0.4165419676432896,1.1053114798240697,-0.9550136736952811,4.950983369403334,-0.5652689073597331,-0.2332374317890431
